nombre;dpto;dpto_desc;distrito;dist_desc;codigo_institucion;?column?
4990 (14736) SAN JUAN;2;SAN PEDRO;3;CHORE;1416;-
941 CONSTANTINO TROCIUK;6;CAAZAPA;8;TAVAI;4494;-
INMACULADA CONCEPCION;1;CONCEPCION;1;CONCEPCION;873;-
C. E. MUNIC. DPTAL. JUAN E. O'LEARY;11;CENTRAL;5;ITA;7892;-
3596 (12191 );10;ALTO PARANA;10;LOS CEDRALES;7139;-
6219 SANTA CECILIA;10;ALTO PARANA;11;MINGA GUAZU;7241;-
719 ROQUE G. DE SANTA CRUZ;3;CORDILLERA;11;LOMA GRANDE;2544;-
7419 JARDIN MATERNAL RAYITO DE LUZ;0;ASUNCION;0;ASUNCION;15375;-
E.M.A. DOMINGO SAVIO;11;CENTRAL;5;ITA;7887;-
LIMA;2;SAN PEDRO;6;LIMA;1610;-
4117 (13801) SOLDADO PARAGUAYO;10;ALTO PARANA;6;ITAKYRY;6988;-
408 AMADO BITAR;11;CENTRAL;6;ITAUGUA;7907;-
4371 (10653) VIRGEN DE CAACUPE;6;CAAZAPA;1;CAAZAPA;4209;-
630 MARIA AUXILIADORA;15;PRESIDENTE HAYES;7;TTE 1RO MANUEL IRALA FERNANDEZ;9778;-
72 GRAL.BERNARDINO CABALLERO;9;PARAGUARI;16;YVYCUI;6333;-
SAN BONIFACIO;4;GUAIRA;7;COLONIA INDEPENDENCIA;11028;-
5761 (14048) MARIA AUXILIADORA;14;CANINDEYU;4;VILLA YGATIM?;9632;-
13052;10;ALTO PARANA;6;ITAKYRY;6972;-
4-98;4;GUAIRA;8;ITAPE;10517;-
12974 SAN PEDRO MAR.;14;CANINDEYU;10;NUEVA ESPERANZA;9307;-
7870 ÑU VERA KATU;14;CANINDEYU;2;CORPUS CHRISTI;16705;-
S.O.S. HERMAN GMEINER;8;MISIONES;3;SAN IGNACIO;5703;-
11-359;11;CENTRAL;12;ÐEMBY;11902;-
SAGRADO CORAZON DE JESUS;11;CENTRAL;17;YPACARAI;8772;-
13141;6;CAAZAPA;5;GRAL. H.MORINIGO;4375;-
7364 JOYVY;14;CANINDEYU;3;CURUGUATY;13974;-
10-115;10;ALTO PARANA;1;CIUDAD DEL ESTE;11735;-
14932;14;CANINDEYU;3;CURUGUATY;9575;-
2090 SAN JOSE OBRERO;1;CONCEPCION;1;CONCEPCION;766;-
604 LAURELTY;11;CENTRAL;2;CAPIATA;7587;-
7949 SAN JOSE KUPA'Y;2;SAN PEDRO;16;GUAYAIBI;16841;-
4557 (13059) DON CARLOS ANTONIO LOPEZ;14;CANINDEYU;12;YVYRAROBANA;9523;-
INMACULADA CONCEPCION;11;CENTRAL;9;LUQUE;15345;-
6099 SAN LUIS;11;CENTRAL;14;SAN LORENZO;12159;-
7090 CABO 1º LEONARDO GALEANO;11;CENTRAL;10;MARIANO ROQUE ALONSO;12708;-
4672 (3390) BLUMENTAL;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10136;-
PROF. JUAN GUILLERMO DIAZ;6;CAAZAPA;3;BUENA VISTA;4353;-
IRMA RAMIREZ VDA. DE RODAS;9;PARAGUARI;2;ACAHAY;5948;-
VIRGEN DEL CARMEN;9;PARAGUARI;3;CAAPUCU;5981;-
1465 PAZ DEL CHACO;11;CENTRAL;12;ÐEMBY;8403;-
SAGRADO CORAZON DE JESUS;10;ALTO PARANA;2;PRESIDENTE FRANCO;6774;-
6187 PRIMAVERA REAL;2;SAN PEDRO;16;GUAJAYVI;1828;-
2641 SAN JOSE;9;PARAGUARI;16;YVYCUI;6354;-
C.E. DEL ROCIO;11;CENTRAL;9;LUQUE;8223;-
3850 (13516) COL.YHAVY;14;CANINDEYU;12;YVYRAROBANA;9357;-
N° 16 RENACER;5;CAAGUAZU;2;CAAGUAZU;3300;-
JUAN XXIII;5;CAAGUAZU;4;CECILIO BAEZ;3520;-
7543 RECREO INFANTIL ARCA DE NOÈ;0;ASUNCION;0;ASUNCION;16205;-
1-83;1;CONCEPCION;3;HORQUETA;11882;-
6332 (15473) CARLOS FLORES SAENGER;6;CAAZAPA;8;TAVAI;4553;-
SAN ROQUE;10;ALTO PARANA;8;NACUNDAY;7087;-
SAN JOSE;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;12880;-
SAN CAYETANO;0;ASUNCION;0;ASUNCION;11642;-
5340 (10975) NARCISO VAZQUEZ.;8;MISIONES;3;SAN IGNACIO;5721;-
8-29;8;MISIONES;3;SAN IGNACIO;15270;-
C.R. PARA E.P.Nº 5 SRA.ANTOLINA L. DE JA;12;ÐEEMBUCU;1;PILAR;8846;-
783 NTRA. SRA. DEL PERPETUO SOCORRO;9;PARAGUARI;4;GENERAL BERNARDINO CABALLERO;5997;-
2199 BASILISA PRIETO DE GONZALEZ;9;PARAGUARI;13;SAPUCAI;6270;-
6881 SAN JORGE;10;ALTO PARANA;2;PRESIDENTE FRANCO;12032;-
1734 VIRGEN DE LOS REMEDIOS;5;CAAGUAZU;7;REPATRIACION;3666;-
2290 GRAL. BERNARDINO CABALLERO;4;GUAIRA;17;PASO YOBAI;3047;-
5111 (15038) SANTA LUCIA;6;CAAZAPA;1;CAAZAPA;4246;-
4605 PROF. ESTANISLAO RODRIGUEZ GARCIA;2;SAN PEDRO;14;GENERAL RESQUIN;2103;-
705;9;PARAGUARI;5;CARAPEGUA;6014;-
13453 DOMINGO SAVIO;11;CENTRAL;8;LIMPIO;8072;-
SAN ANTONIO;11;CENTRAL;9;LUQUE;8212;-
6872 (13599) SAN CAYETANO;15;PRESIDENTE HAYES;4;VILLA HAYES;9812;-
2-65;2;SAN PEDRO;13;VILLA DEL ROSARIO;1875;-
EN SALUD SANTA ROSA;6;CAAZAPA;1;CAAZAPA;10166;-
C.F.I. PARA PERSONAS CIEGAS Y DEF.VISUAL;12;ÑEEMBUCU;1;PILAR;15984;-
SAN AGUSTIN;2;SAN PEDRO;5;ITACURUBI DEL ROSARIO;16729;-
6036 PRIVADA AMERICA;0;ASUNCION;0;ASUNCION;311;-
5537 (14894);10;ALTO PARANA;17;MBARACAYU;7474;-
E.M.A. DEL SABER;11;CENTRAL;14;SAN LORENZO;8527;-
4577 (13061);4;GUAIRA;7;COLONIA INDEPENDENCIA;2920;-
ACADEMIA TENIENTE;8;MISIONES;7;SANTA ROSA;10857;-
7594 VIRGEN DEL ROSARIO;11;CENTRAL;2;CAPIATA;16100;-
382 ACOSTA ÑU;11;CENTRAL;13;SAN ANTONIO;8451;-
5522 (14407) 1RO. DE MAYO;10;ALTO PARANA;6;ITAKYRY;6957;-
DIVINO MAESTRO;0;ASUNCION;0;ASUNCION;16687;-
3433 DON JOSE DOLORES VAZQUEZ;3;CORDILLERA;19;VALENZUELA;2696;-
6327 VICENTE AGÜERO (6237 INCORRECTO);11;CENTRAL;2;CAPIATA;11542;-
7481 FAVIO RAMON MORALES;5;CAAGUAZU;1;CORONEL OVIEDO;15926;-
814 DON ANGEL ZARZA;7;ITAPUA;1;ENCARNACION;4681;-
979 MANUEL ORTIZ GUERRERO;0;ASUNCION;0;ASUNCION;300;-
14-44;14;CANINDEYU;3;CURUGUATY;10816;-
5484 (13531) CRISTO REDENTOR;10;ALTO PARANA;18;SAN ALBERTO;7497;-
2300 SAN ROQUE GONZALEZ DE SANTA CRUZ;4;GUAIRA;7;COLONIA INDEPENDENCIA;2930;-
303 ALFONZO LOMA;3;CORDILLERA;5;CARAGUATAY;2421;-
CLUB DE SUB-OFICIALES DE LAS F.F.A.A.;0;ASUNCION;0;ASUNCION;11396;-
5019 (14870) SANTA ELENA;5;CAAGUAZU;2;CAAGUAZU;3388;-
PROF. PEDRO CONCEPCION GONZALEZ;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;13875;-
5619 (14198) MEDALLA MILAGROSA;11;CENTRAL;9;LUQUE;8164;-
COMITE DE MUJERES UNIDAS;3;CORDILLERA;14;PIRIBEBUY;16170;-
77 PROF. ENCARNACION ALUM DE VIVE;9;PARAGUARI;1;PARAGUARI;5879;-
78;0;ASUNCION;0;ASUNCION;390;-
24 REPUBLICA DOMINICANA;11;CENTRAL;3;FERNANDO DE LA MORA;7717;-
AGROPECUARIO RCA. DE FRANCIA;2;SAN PEDRO;16;GUAJAYVI;2197;-
6131 NIÑOS MARTIRES DE ACOSTA ÑU;3;CORDILLERA;4;ATYRA;11386;-
7713 EL SEMBRADOR;5;CAAGUAZU;12;DR. J. E.ESTIGRARRIB;16480;-
3325 CERRO CORA;9;PARAGUARI;2;ACAHAY;5922;-
2521 COLONIA CANINDEYU;14;CANINDEYU;1;SALTOS DEL GUAIRA;9301;-
1 ESTADOS UNIDOS MEXICANOS;0;ASUNCION;0;ASUNCION;457;-
SANTA MARIA;5;CAAGUAZU;2;CAAGUAZU;3285;-
SANTA MARTA;0;ASUNCION;0;ASUNCION;101;-
KATUETE;14;CANINDEYU;8;KATUETE;9675;-
E.M.A. SANTA MARIA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3945;-
5704 (14543 ) SAN FRANCISCO;14;CANINDEYU;1;SALTO DEL  GUAIRA;9308;-
JHUGUA POI;3;CORDILLERA;9;ITACURUBI DE LA CORDILLERA;2644;-
ATENEO DE LENGUA - REGIONAL J.A.SALDIVAR;11;CENTRAL;19;J AUGUSTO SALDIVAR;10272;-
6441 TEKOMBO'ERA;2;SAN PEDRO;7;NUEVA GERMANIA;13196;-
3-7;3;CORDILLERA;7;EUSEBIO AYALA;2486;-
5297 (10428);4;GUAIRA;5;FELIX PEREZ CARDOZO;2860;-
TALLER PROTEGIDO DE PRODUCCION;0;ASUNCION;0;ASUNCION;75;-
AGUSTIN FERNANDO DE PINEDO;9;PARAGUARI;11;QUYQUYHO;6217;-
LAS MERCEDES;10;ALTO PARANA;7;JUAN E. O?LEARY;7028;-
MCAL.JOSE FELIX ESTIGARRIBIA;11;CENTRAL;1;AREGUA;7530;-
14-81;14;CANINDEYU;10;NUEVA ESPERANZA;13765;-
3731 (13838) SAGRADO C. DE JESUS;11;CENTRAL;2;CAPIATA;7613;-
INSTITUTO SAGRADA FAMILIA;11;CENTRAL;14;SAN LORENZO;8528;-
6374 (14237) MARIA AUXILIADORA;4;GUAIRA;9;ITURBE;3026;-
738 SAN JOSE OBRERO;7;ITAPUA;15;JESUS;5162;-
VIRGEN DE FATIMA;11;CENTRAL;5;ITA;7873;-
JOHN F. KENNEDY;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;10993;-
3591 (13844) SAN LORENZO;10;ALTO PARANA;2;PRESIDENTE FRANCO;6746;-
908 SAN JUAN BAUTISTA;9;PARAGUARI;5;CARAPEGUA;6036;-
2031 MONS. JUAN SINFORIANO BOGARIN;9;PARAGUARI;8;MBUYAPEY;6120;-
11-221 HEROES DE LA PATRIA;11;CENTRAL;9;LUQUE;8247;-
1766 CNEL. JUAN C. BENITEZ;10;ALTO PARANA;12;SAN CRISTOBAL;7252;-
2239 MARIA AUXILIADORA;3;CORDILLERA;5;CARAGUATAY;2433;-
5288 (13964);4;GUAIRA;11;MBOCAYATY;3058;-
SAN ISIDRO;11;CENTRAL;9;LUQUE;8273;-
CENTRO EDUCATIVO NTRA. SRA. DEL CARMEN;0;ASUNCION;0;ASUNCION;438;-
2570 SAN JUAN;10;ALTO PARANA;21;TAVAPY;7379;-
12786;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9132;-
437 RAMON I. CARDOZO;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6825;-
6190 CENTRO EDUCATIVO EL FUTURO;11;CENTRAL;19;J AUGUSTO SALDIVAR;11329;-
DEFENSORES DEL CHACO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6609;-
4116 (13478) CARLOS MIGUEL GIMENEZ;10;ALTO PARANA;16;MINGA PORA;7401;-
6438 MUNICIPAL N° 10 SANTA LUCIA;11;CENTRAL;2;CAPIATA;11541;-
TTE. CNEL. MAURICIO JOSE TROCHE;2;SAN PEDRO;15;YATAITY DEL NORTE;2149;-
GENARO ROMERO;5;CAAGUAZU;1;CORONEL OVIEDO;3163;-
730 ALBERTO G. GUNTHER;5;CAAGUAZU;1;CORONEL OVIEDO;3488;-
ATENEO DE LENGUA - REG. CRUCE MBUTUY;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;10272;-
MBURUKUJA;0;ASUNCION;0;ASUNCION;178;-
ATENEO DE LENGUA - REGIONAL ITAKYRY;10;ALTO PARANA;6;ITAKYRY;10272;-
2-104;2;SAN PEDRO;8;SAN ESTANISLAO;1913;-
3494 (12205) BAUTISTA DE HERRERA;0;ASUNCION;0;ASUNCION;604;-
11-271;11;CENTRAL;1;AREGUA;7559;-
MARIA AUXILIADORA;10;ALTO PARANA;10;LOS CEDRALES;7146;-
INMACULADA CONCEPCION;11;CENTRAL;10;MARIANO ROQUE ALONSO;8323;-
347 G. BERNARDINO CABALLERO;5;CAAGUAZU;1;CORONEL OVIEDO;3131;-
HIGINIO DEL PILAR ORTIZ;3;CORDILLERA;1;CAACUPE;2323;-
3326 DON GERMAN SANTOS;9;PARAGUARI;2;ACAHAY;5921;-
6162 SAGRADA FAMILIA;11;CENTRAL;8;LIMPIO;751;-
4-7;4;GUAIRA;4;CORONEL MARTINEZ;2779;-
6437 DON PERFECTO MEDINA;11;CENTRAL;2;CAPIATA;12136;-
4564 (14386) DIVINO NIÑO DE JESUS;11;CENTRAL;9;LUQUE;8184;-
8-5;8;MISIONES;7;SANTA ROSA;5833;-
2539 (10844) DIVINA ESPERANZA;7;ITAPUA;29;PIRAPO;5608;-
5746 (14456) SAN JOSE OBRERO;14;CANINDEYU;3;CURUGUATY;9506;-
7124 15 DE AGOSTO;2;SAN PEDRO;16;GUAJAYVI;12854;-
1-12;1;CONCEPCION;4;LORETO;1125;-
RVDO. PADRE LUCIANO CESTAC;11;CENTRAL;3;FERNANDO DE LA MORA;7765;-
4717 (13453) MA. AUXILIADORA;11;CENTRAL;8;LIMPIO;8077;-
1994 DOCTOR RAUL PEÐA;11;CENTRAL;19;J AUGUSTO SALDIVAR;8802;-
FAVIO DAVALOS CASORATTI (EX-DE POTRERO G;6;CAAZAPA;1;CAAZAPA;4227;-
C.E.I. CRISTIANN  GUTWEIN;14;CANINDEYU;7;GRAL.F.C.ALVAREZ;9755;-
7637 CENTRO EDUCATIVO BETEL;10;ALTO PARANA;18;SAN ALBERTO;16383;-
6241;14;CANINDEYU;6;YPE JHU;10196;-
SAN MARCOS;7;ITAPUA;30;ITAPUA POTY;11626;-
2381 INMACULADA CONCEPCION DE MARIA;11;CENTRAL;8;LIMPIO;8088;-
C.R.E. TOMASA FERREIRA  DE MEZA;11;CENTRAL;14;SAN LORENZO;8508;-
1702 AMERICA;11;CENTRAL;15;VILLA ELISA;8676;-
5285 (10377);4;GUAIRA;15;YATAITY;3113;-
4300 (14413) SAN JOSE;14;CANINDEYU;7;FRANCISCO CABALLERO ALVAREZ;9703;-
PROFESIONALIZACION C.R.E. MCAL. FRANCISCO S. LOPEZ;12;ÐEEMBUCU;1;PILAR;8829;-
5406 (12811) YOKOHAMA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6481;-
CENTRO REGIONAL DE EDUCACION;4;GUAIRA;1;VILLARRICA;2735;-
7443 PEDRO PABLO ROMERO;9;PARAGUARI;15;YAGUARON;15782;-
SAN IGNACIO DE LOYOLA;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4412;-
CFCL MILAGROSA;8;MISIONES;1;SAN JUAN BAUTISTA;16792;-
PROF. JUAN INOCENCIO LEZCANO;9;PARAGUARI;2;ACAHAY;5912;-
6423 MARIA AUXILIADORA;11;CENTRAL;5;ITA;12158;-
5620 (14375) CRISTIANA BETIANA;11;CENTRAL;9;LUQUE;8207;-
14-18;14;CANINDEYU;1;SALTOS DEL GUAIRA;9331;-
13724 SAN ISIDRO LABRADOR;4;GUAIRA;2;BORJA;2818;-
E.M.D. PRESIDENTE FRANCO;0;ASUNCION;0;ASUNCION;67;-
7187 (13198) SAN SEBASTIAN;10;ALTO PARANA;20;SANTA FE DEL PARANA;6887;-
1695 NIÑO SALVADOR DEL MUNDO;9;PARAGUARI;2;ACAHAY;5930;-
14130;1;CONCEPCION;3;HORQUETA;1027;-
8013 CENTRO EDUCATIVO LA ESPERANZA;14;CANINDEYU;3;CURUGUATY;16973;-
4543 (14420) SAN ISIDRO;2;SAN PEDRO;17;CAPIIBARY;1790;-
4613 NIÑOS HEROES DE ACOSTA ÑU;10;ALTO PARANA;1;CIUDAD DEL ESTE;6653;-
5-151;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3612;-
11-228;11;CENTRAL;15;VILLA ELISA;8695;-
7131 PISA PISUELA;0;ASUNCION;0;ASUNCION;12941;-
2304 SANTO DOMINGO;4;GUAIRA;7;COLONIA INDEPENDENCIA;2902;-
PREBISTERIANO SAN PABLO;11;CENTRAL;7;LAMBARE;7988;-
4051 (12744) HEROES DEL CHACO;2;SAN PEDRO;8;SAN ESTANISLAO;1714;-
CTRO.DE ATEN. INTEG. A LA INF. Y LA FLIA;9;PARAGUARI;15;YAGUARON;12066;-
5400 (13407) SAN RAFAEL ARCANGEL;9;PARAGUARI;8;MBUYAPEY;6118;-
3716  (13936) SANTA ANA;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1228;-
1932 BATALLA DE PIKYSYRY;4;GUAIRA;17;PASO YOBAI;3043;-
662 MARIA AUXILIADORA (EX REPSA 1);11;CENTRAL;3;FERNANDO DE LA MORA;7724;-
6024 PRIVADO AMANECER;11;CENTRAL;6;ITAUGUA;835;-
5751 (11519) SAGRADO CORAZON DE JESUS;14;CANINDEYU;5;ITANARA;9655;-
4269 (13943);10;ALTO PARANA;16;MINGA PORA;7428;-
3344 CONSTITUCION;11;CENTRAL;2;CAPIATA;7584;-
7932 ROLANDO GALEANO BARRIOS;11;CENTRAL;2;CAPIATA;16826;-
6706 (15452) SANTA LUCIA ASENT.  AZOTEY;1;CONCEPCION;8;AZOTEY;1084;-
1647 BERNARDINO GIMENEZ;8;MISIONES;7;SANTA ROSA;5801;-
2892 6 DE ENERO;2;SAN PEDRO;10;TACUATI;1942;-
CENTRO DE CAPAC.EMPRES.-UV INTERNACIONAL;0;ASUNCION;0;ASUNCION;85;-
CENTRO EDUC. ESPIRITU SANTO PARACLITO;10;ALTO PARANA;11;MINGA GUAZU;7203;-
5758 (11754);14;CANINDEYU;3;CURUGUATY;9484;-
5688 (14918) NUEVA ESPERANZA;14;CANINDEYU;10;NUEVA ESPERANZA;9730;-
1813 SANTA TERESITA;12;ÐEEMBUCU;3;CERRITO;8881;-
M Y T INFORMATICA;0;ASUNCION;0;ASUNCION;15383;-
317 DR. PEDRO P. PEÑA;0;ASUNCION;0;ASUNCION;369;-
4134 (11490) DR. RAUL PEÑA;1;CONCEPCION;7;YVY YA?U;1180;-
6508 ITAJEGUAKA;13;AMAMBAY;2;BELLA VISTA;12068;-
2764;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3928;-
3818 (13170) SAN JORGE;10;ALTO PARANA;13;SANTA RITA;7301;-
13367 SAN ANTONIO;15;PRESIDENTE HAYES;2;BENJAMIN ACEVAL;9948;-
5171 (12170) SAN JUAN BAUTISTA;6;CAAZAPA;8;TAVAI;4498;-
SAGRADO CORAZON DE JESUS;5;CAAGUAZU;6;DR. JUAN M. FRUTOS;3613;-
1471 CARLOS VILLAR;2;SAN PEDRO;8;SAN ESTANISLAO;1748;-
PEPE SEMILLITA;8;MISIONES;3;SAN IGNACIO;16447;-
15468 NUESTRA SEÑORA DE LA PAZ;11;CENTRAL;9;LUQUE;10422;-
SANTIAGO RUIZ;2;SAN PEDRO;20;LIBERACION;15821;-
3666 (10977);8;MISIONES;3;SAN IGNACIO;5711;-
4658 (14670) SAN ROQUE;11;CENTRAL;19;J AUGUSTO SALDIVAR;8806;-
N° 4 SANTA LUCIA;0;ASUNCION;0;ASUNCION;512;-
5247 (14231) VIRGEN DE FATIMA;7;ITAPUA;4;CAPITAN MEZA;4832;-
MARIA AUXILIADORA;7;ITAPUA;17;OBLIGADO;5204;-
1265 CARLOS ANTONIO LOPEZ;7;ITAPUA;20;SAN PEDRO DEL PARANA;5269;-
12-25;12;ÐEEMBUCU;16;VILLALBIN;12716;-
6863 VENANCIO RAMIREZ;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;11709;-
PROSPERIDAD;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1668;-
5638 (14602) DR  ANTONIO TERSTIEGE;11;CENTRAL;19;J AUGUSTO SALDIVAR;8805;-
S/N - LOCALIDAD LA ESPERANZA;15;PRESIDENTE HAYES;56;MENNO;11253;-
505 ELENA RAMIREZ DE OZUNA;2;SAN PEDRO;2;ANTEQUERA;1343;-
6328 ACOSTA ÑU;11;CENTRAL;19;J. A. SALDIVAR;11571;-
2750 SAN ISIDRO LABRADOR;5;CAAGUAZU;2;CAAGUAZU;3319;-
845 GRAL. EUGENIO A. GARAY;5;CAAGUAZU;7;REPATRIACION;3625;-
5658 (11369) VIRGEN MILAGROSA;12;ÐEEMBUCU;6;GUAZU CUA;8918;-
AGUAPETY;5;CAAGUAZU;1;CORONEL OVIEDO;3184;-
5716 (13756);14;CANINDEYU;3;CURUGUATY;9430;-
1-87 SAN CARLOS BORROMEO;1;CONCEPCION;1;CONCEPCION;13703;-
15-11;15;PRESIDENTE HAYES;4;VILLA HAYES;9979;-
2-56;2;SAN PEDRO;3;CHORE;11360;-
ESTADOS UNIDOS;5;CAAGUAZU;2;CAAGUAZU;3402;-
2675 PEDRO JUAN CABALLERO;2;SAN PEDRO;11;UNION;1969;-
S/N;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1644;-
4012 IVAN BENJAMIN ALVARENGA AGUILAR;5;CAAGUAZU;2;CAAGUAZU;3398;-
6344 (15472) VIRGEN DE FATIMA;6;CAAZAPA;8;TAVAI;4550;-
5193 (12158) MARIA AUXILIADORA;7;ITAPUA;2;BELLA VISTA;4759;-
INSTITUTO PROFESIONAL DOLLY;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;15385;-
3852 (13515) YHAVY;14;CANINDEYU;12;YVYRAROBANA;9388;-
SANTA TERESITA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;16534;-
1007 CENTENARIO DE LA EPOPEYA NACIONAL;0;ASUNCION;0;ASUNCION;229;-
JAPONESA LA COLMENA;9;PARAGUARI;7;LA COLMENA;16155;-
6019 SANTA LUCIA;2;SAN PEDRO;17;CAPIIBARY;1897;-
371 CABO 1o. LISANDRO CABRAL;3;CORDILLERA;14;PIRIBEBUY;2575;-
1519 PROF. FELIPE NERY LAFUENTE;10;ALTO PARANA;5;HERNANDARIAS;6860;-
7189 (15292) DON JUSTO EDUVIGIS GALEANO;10;ALTO PARANA;5;HERNANDARIAS;6920;-
2883 (13326) AUGUSTO ROA BASTOS;7;ITAPUA;30;ITAPUA POTY;4826;-
2303;4;GUAIRA;7;COLONIA INDEPENDENCIA;2931;-
4193 (12646);11;CENTRAL;14;SAN LORENZO;8535;-
4797 (14460) NUR;0;ASUNCION;0;ASUNCION;564;-
ESCUELA BASICA S/N;10;ALTO PARANA;6;ITAKYRY;16702;-
15424 NUESTRA SEðORA DE LA ASUNCION;11;CENTRAL;2;CAPIATA;7667;-
1055 MADRE EUGENIA RAVASCO;11;CENTRAL;7;LAMBARE;7960;-
PROFESIONALIZACION YATYTAY;7;ITAPUA;27;YATYTAY;5588;-
4764 COLONIA JERUSALEN;15;PRESIDENTE HAYES;4;VILLA HAYES;9847;-
ACADEMIA DE DACTILOGRAFIA SAN ISIDRO LAB;14;CANINDEYU;3;CURUGUATY;9594;-
DEFENSORES DEL CHACO;5;CAAGUAZU;10;SAN JOSE DE LOS ARROYOS;3781;-
CEMPPJA N°152;11;CENTRAL;1;AREGUA;16944;-
SAN ENRIQUE DE OSSO;11;CENTRAL;14;SAN LORENZO;8647;-
YVYPE 3ª LINEA;2;SAN PEDRO;6;LIMA;1607;-
5174 (14017) NTRA. SRA. DE LA ASUNCION;6;CAAZAPA;8;TAVAI;4513;-
2754 SRTA. FRANCOISE DE MONTPEIROUX;15;PRESIDENTE HAYES;4;VILLA HAYES;9955;-
M-29 ACA VERA;1;CONCEPCION;1;CONCEPCION;852;-
ALEMANA;6;CAAZAPA;9;FULGENCIO YEGROS;11502;-
146 PIMPOLLITOS;11;CENTRAL;14;SAN LORENZO;8548;-
1529 SANTO DOMINGO SAVIO;10;ALTO PARANA;11;MINGA GUAZU;7170;-
2-68;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;16116;-
14812 SAN MIGUEL DE FE Y ALEGRIA;0;ASUNCION;0;ASUNCION;489;-
7-75;7;ITAPUA;1;ENCARNACION;4715;-
SIN NOMBRE;8;MISIONES;3;SAN IGNACIO;5745;-
KLAITER PARAGUAY;0;ASUNCION;0;ASUNCION;379;-
PROF. CARLOTA DESPIERRE DE MONTIEL;11;CENTRAL;17;YPACARAI;16879;-
807 MANUEL GONZALEZ;11;CENTRAL;7;LAMBARE;7965;-
5924 VIRGEN PEREGRINA;11;CENTRAL;16;VILLETA;10443;-
5778 (12765) JUAN BARBOZA;14;CANINDEYU;2;CORPUS CHRISTI;9352;-
9-110;9;PARAGUARI;15;YAGUARON;13851;-
4317 (13622);11;CENTRAL;10;MARIANO ROQUE ALONSO;8309;-
7-43;7;ITAPUA;10;NATALIO;5058;-
GRAL. JOSE EDUVIGIS DIAZ;10;ALTO PARANA;17;MBARACAYU;7476;-
5701 (15147) KATUETE;14;CANINDEYU;8;KATUETE;9750;-
7663 LUZ Y ESPERANZA;3;CORDILLERA;4;ATYRA;16456;-
621 GRAL. JOSE EDUVIGIS DIAZ;7;ITAPUA;12;GENERAL ARTIGAS;5105;-
9-29;9;PARAGUARI;7;LA COLMENA;6110;-
GUARANI;10;ALTO PARANA;1;CIUDAD DEL ESTE;6602;-
15423;5;CAAGUAZU;11;YHU;3921;-
SAN JOSE;11;CENTRAL;15;VILLA ELISA;8674;-
2659 VIRGEN DE FATIMA;7;ITAPUA;20;SAN PEDRO DEL PARANA;5305;-
5681 (13504) AMISTAD I;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9060;-
6118 LAS MERCEDES;11;CENTRAL;12;ÐEMBY;10951;-
JESUS MISERICORDIOSO;1;CONCEPCION;1;CONCEPCION;15318;-
COSTA ROSADO;12;ÐEEMBUCU;12;SAN JUAN BAUTISTA DE ÐEEMBUCU;9000;-
6278 SAN FRANCISCO DE SALES;10;ALTO PARANA;11;MINGA GUAZU;7240;-
16-19;16;BOQUERON;5;LOMA PLATA;10127;-
INFOSOFT;11;CENTRAL;2;CAPIATA;13772;-
TESAPE'ARA;11;CENTRAL;4;GUARAMBARE;11222;-
ESC. BAS. S/N - COMUN. INDIGENA POTY;14;CANINDEYU;4;IGATIMI;16332;-
4790 MONSEÑOR ANIBAL MARICEVICH FLEITAS;1;CONCEPCION;3;HORQUETA;1083;-
NIÑO SALVADOR DEL MUNDO;11;CENTRAL;1;AREGUA;7544;-
C. E. DPTAL. SANTA TERESA DE AVILA;11;CENTRAL;3;FERNANDO DE LA MORA;15809;-
CAGUARE-I;6;CAAZAPA;5;GENERAL HIGINIO MORINIGO;3053;-
SAN MIGUEL;10;ALTO PARANA;5;HERNANDARIAS;6919;-
3639 (14038);14;CANINDEYU;11;YASY KAÐY;9470;-
DIVINO NIÑO JESUS;10;ALTO PARANA;1;CIUDAD DEL ESTE;15919;-
1244 1° DE MAYO;16;BOQUERON;4;FILADELFIA;10131;-
749 CADETE PASTOR PANDO;15;PRESIDENTE HAYES;9;GENERAL JOSE MARIA BRUGUEZ;9933;-
