nombre;dpto;dpto_desc;distrito;dist_desc;codigo_institucion;?column?
ESPAÑA;11;CENTRAL;14;SAN LORENZO;8600;-
6417 (520) ESPERANZA;11;CENTRAL;7;LAMBARE;11520;-
ADELA SPERATTI;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9163;-
1685 DON FRANCISCO BRUNO VERGARA CARDUZ;2;SAN PEDRO;8;SAN ESTANISLAO;1762;-
4593 (13525) SAN ENRIQUE DE OSSO;11;CENTRAL;7;LAMBARE;7969;-
839 SAGRADO CORAZON DE JESUS;1;CONCEPCION;4;LORETO;1108;-
4560 (13792) ACOSTA ðU;11;CENTRAL;12;ÐEMBY;8387;-
315 MARIA MONTESSORI;0;ASUNCION;0;ASUNCION;264;-
SAN BLAS;10;ALTO PARANA;1;CIUDAD DEL  ESTE;6459;-
HOGAR NORMA DE LA MISION N.;11;CENTRAL;17;YPACARAI;8756;-
MEDALLA MILAGROSA;11;CENTRAL;4;GUARAMBARE;7822;-
5995   - ASENT. MARACANA;14;CANINDEYU;3;CURUGUATY;10208;-
JUAN PABLO II (EX KATUPYRY);7;ITAPUA;30;ITAPUA POTY;12883;-
NRO. 114;11;CENTRAL;2;CAPIATA;15699;-
4181 (12795) SAN ANTONIO DE PADUA;11;CENTRAL;14;SAN LORENZO;8506;-
7290 JOHANNES GUTENBERG (EBENEZER);2;SAN PEDRO;8;SAN ESTANISLAO;13776;-
1667 MEDALLA MILAGROSA;13;AMAMBAY;3;CAPITAN BADO;9256;-
VIRGEN DE LORETO;5;CAAGUAZU;11;YHU;11478;-
1321 AGUSTIN PIO BARRIOS;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6816;-
VIRGEN DEL CARMEN;3;CORDILLERA;3;ARROYOS Y ESTEROS;2362;-
4259 (14428) SAN RAFAEL;5;CAAGUAZU;7;REPATRIACION;3944;-
SANTA TERESA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6708;-
5457 (15207) SAN MARTIN DE PORRES;10;ALTO PARANA;1;CIUDAD DEL  ESTE;11044;-
2194 NTRA. SRA. DE LA ASUNCION;9;PARAGUARI;15;YAGUARON;6309;-
7829 DEL REY;10;ALTO PARANA;1;CIUDAD DEL  ESTE;16647;-
1316;14;CANINDEYU;11;YASY KAÐY;9513;-
810 R.I.3 CORRALES;5;CAAGUAZU;13;R.I. 3 CORRALES;3975;-
3430 (13099) PBRO. DANIEL ESCURRA;3;CORDILLERA;1;CAACUPE;2300;-
4-117;4;GUAIRA;7;COLONIA INDEPENDENCIA;11727;-
3359;10;ALTO PARANA;16;MINGA PORA;7432;-
SAN RAMON;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9143;-
5850 (14487) YKUA ARANDU;5;CAAGUAZU;22;NUEVA TOLEDO;4059;-
5574 (15144) S.O.S. C. E. HERMANN GMEINE;11;CENTRAL;9;LUQUE;8283;-
4809 (12256) SAN ANTONIO;2;SAN PEDRO;3;CHORE;1378;-
GRAL. BERNARDINO CABALLERO;7;ITAPUA;3;CAMBYRETA;4795;-
6560 (15409) NIÑO JESUS;11;CENTRAL;8;LIMPIO;8125;-
6123 CARLOS ANTONIO LOPEZ;14;CANINDEYU;3;CURUGUATY;10177;-
189 SAN JOSE;6;CAAZAPA;1;CAAZAPA;4212;-
PATRICIA;11;CENTRAL;14;SAN LORENZO;8652;-
7914 SAN ROQUE;5;CAAGUAZU;11;YHU;16780;-
TARUMA;6;CAAZAPA;2;ABAI;4331;-
ÐATIURY-MI;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3551;-
PROFESIONALIZACION SAN JOSE DE LOS ARROYOS;5;CAAGUAZU;10;SAN JOSE DE LOS ARROYOS;3785;-
MADRE TERESA DE CALCUTA;11;CENTRAL;12;ÐEMBY;15800;-
SANTA ELENA;11;CENTRAL;14;SAN LORENZO;8521;-
CRISTO REY;3;CORDILLERA;1;CAACUPE;2277;-
870 DON JACINTO MEDINA;3;CORDILLERA;9;ITACURUBI DE LA CORDILLERA;2517;-
10-85;10;ALTO PARANA;1;CIUDAD DEL ESTE;6558;-
14-2;14;CANINDEYU;1;SALTO DEL  GUAIRA;9329;-
3547 SAN JUAN BERCHMANS;11;CENTRAL;1;AREGUA;7519;-
E.M.A. LA SANTA CRUZ;7;ITAPUA;8;CORONEL BOGADO;4961;-
3976 OVIDIO GUTIERREZ VERA;8;MISIONES;8;SANTIAGO;5845;-
1346 PROF. JUAN B. LOVERA;9;PARAGUARI;12;SAN ROQUE GONZALEZ;6251;-
SANTA TERESA DE JESUS;0;ASUNCION;0;ASUNCION;353;-
CENT. DE CAP. EMP. UV INTERNACIONAL 9 MB;0;ASUNCION;0;ASUNCION;251;-
10344 JUAN PABLO II;4;GUAIRA;1;VILLARRICA;2753;-
1-40 SANTA GRACIELA;1;CONCEPCION;1;CONCEPCION;842;-
SANTA ELENA;3;CORDILLERA;17;SANTA ELENA;2636;-
5-39;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3956;-
SAN JOSE;6;CAAZAPA;1;CAAZAPA;4201;-
7500 SANTA TERESITA DEL NIÑO JESUS;11;CENTRAL;3;FERNANDO DE LA MORA;15911;-
397 VICENTE IGNACIO ITURBE;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1225;-
1805 WILHELN ALLGEIER;2;SAN PEDRO;13;VILLA DEL ROSARIO;2020;-
1977 SAN MIGUEL;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3539;-
CNEL. TEOFILO MIRANDA;1;CONCEPCION;2;BELEN;919;-
64 ALEJO GARCIA;6;CAAZAPA;9;FULGENCIO YEGROS;4556;-
81 NTRA. SRA. DE LA ASUNCION;0;ASUNCION;0;ASUNCION;703;-
PROF. DR. REINALDO J. DECOUD LARROSA;11;CENTRAL;3;FERNANDO DE LA MORA;7711;-
4199 (14241) MUNICIPAL Nº3;11;CENTRAL;14;SAN LORENZO;8551;-
949 DR. FABIO RIVAS;6;CAAZAPA;1;CAAZAPA;4197;-
12;0;ASUNCION;0;ASUNCION;535;-
IDELGUAP - FILIAL YBYCUI;9;PARAGUARI;16;YBYCUI;373;-
10-71;10;ALTO PARANA;13;SANTA RITA;7302;-
6114  SANTA LIBRADA;11;CENTRAL;6;ITAUGUA;6553;-
4178 (14093) SAN ANTONIO DE FE Y A.;11;CENTRAL;14;SAN LORENZO;8485;-
15436;14;CANINDEYU;3;CURUGUATY;9601;-
5-235;5;CAAGUAZU;1;CORONEL OVIEDO;3516;-
SAN CAYETANO DE FE Y ALEGRIA;0;ASUNCION;0;ASUNCION;481;-
7271 SAN JORGE;10;ALTO PARANA;11;MINGA GUAZU;13663;-
1866 TTE. 1º DON NICANOR PALPLIEGA;10;ALTO PARANA;22;DR. RAUL PEÐA;7349;-
C. E. INFANTIL MEDALLA MILAGROSA;11;CENTRAL;8;LIMPIO;16722;-
CENTRO INFORMATICO SANTA MARIA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3945;-
SAN JUAN BERCHMANS;8;MISIONES;6;SANTA MARIA;5792;-
6305 SAGRADA FAMILIA;4;GUAIRA;8;ITAPE;3008;-
6-86;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;15862;-
1132 NTRA. SRA. DEL ROSARIO;11;CENTRAL;16;VILLETA;8720;-
SAN ROQUE GONZALEZ;9;PARAGUARI;1;PARAGUARI;5908;-
GREGORIO RAMON CARDOZO;9;PARAGUARI;2;ACAHAY;5738;-
SAN ALFREDO;10;ALTO PARANA;14;NARANJAL;7355;-
SILVESTRE MARTINEZ;15;PRESIDENTE HAYES;5;NANAWA;10147;-
6638 1° DE MAYO;1;CONCEPCION;9;SGTO. JOSE FELIX LOPEZ;881;-
6705 (15451) SAN JORGE;1;CONCEPCION;8;AZOTEY;1085;-
15094 CORAZON DE MARIA;11;CENTRAL;14;SAN LORENZO;8635;-
ESPIRITU SANTO;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6801;-
5725 (14449);14;CANINDEYU;11;YASY KAÐY;9466;-
4239 (13907)  FILGENCIO YEGROS;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4434;-
2108 GRAL. IGNACIO GENES;7;ITAPUA;4;CAPITAN MEZA;4838;-
5276 (12074) SAN JORGE;4;GUAIRA;6;GENERAL EUGENIO A. GARAY;2889;-
2259 CRISTO REY;7;ITAPUA;25;ALTO VERA;5539;-
10821 SAN ANTONIO DE PADUA;7;ITAPUA;13;GENERAL DELGADO;5126;-
3609 (12810) SAN JORGE;10;ALTO PARANA;10;LOS CEDRALES;7130;-
ITAIPYTE;10;ALTO PARANA;18;SAN ALBERTO;7511;-
4369 (14871) FRACCION MEISSNER;5;CAAGUAZU;2;CAAGUAZU;3387;-
385 VICE PRESIDENTE SANCHEZ;13;AMAMBAY;4;ZANJA PYTA;9128;-
NTRA. SRA. DE LA ASUNCION;11;CENTRAL;3;FERNANDO DE LA MORA;7751;-
1833 NIÑO JESUS;5;CAAGUAZU;2;CAAGUAZU;3376;-
JUAN E. O'LEARY;1;CONCEPCION;1;CONCEPCION;739;-
S/N COL. 9 CAMPO ALEGRE;16;BOQUERÓN;58;NEULAND;10109;-
624 JUAN XXIII;7;ITAPUA;20;SAN PEDRO DEL PARANA;5290;-
MCAL. FRANCISCO SOLANO LOPEZ;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;13199;-
6160 JUSTO VILLANUEVA;2;SAN PEDRO;16;GUAJAYVI;11376;-
MARIA AUXILIADORA;7;ITAPUA;24;TOMAS ROMERO PEREIRA;5455;-
10-102;10;ALTO PARANA;11;MINGA GUAZU;10727;-
4429 (13875) SAN FRANCISCO;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1480;-
111 ANDRES BELLO;9;PARAGUARI;10;QUIINDY;6176;-
7864 TALENTITOS;0;ASUNCION;0;ASUNCION;16685;-
4145 (13726) AGUSTIN FERNANDO DE PINEDO;1;CONCEPCION;8;AZOTEY;1025;-
KO'E RORY;5;CAAGUAZU;14;RAUL ARSENIO OVIEDO;4039;-
C.I.DE.E.ESP.DON HECTOR ROQUE DUARTE;8;MISIONES;1;SAN JUAN BAUTISTA;12788;-
DIVINA PROVIDENCIA;11;CENTRAL;14;SAN LORENZO;11567;-
DON MANUEL GONZALEZ;11;CENTRAL;7;LAMBARE;8043;-
1199 INMACULADO CORAZON DE MARIA;0;ASUNCION;0;ASUNCION;52;-
2843 SAN MIGUEL;10;ALTO PARANA;16;MINGA PORA;7407;-
M.E. TTE 1° INF.RVA. MANUEL IRALA F.;7;ITAPUA;1;ENCARNACION;4726;-
9-100;9;PARAGUARI;1;PARAGUARI;12230;-
FD EN SERV. C.DE FORM.PEDAG.SANTA MARTA;0;ASUNCION;0;ASUNCION;261;-
PITAGORAS;10;ALTO PARANA;1;CIUDAD DEL ESTE;6633;-
2468 VISOKOLAN;14;CANINDEYU;11;YASY KAÐY;9467;-
570 DON JULIO CESAR CABALLERO LURASCHI;2;SAN PEDRO;13;VILLA DEL ROSARIO;2031;-
392 JARDIN DE INFANTES CRAYOLITA;0;ASUNCION;0;ASUNCION;89;-
3280 NIÑO JESUS;11;CENTRAL;2;CAPIATA;7623;-
14-60;14;CANINDEYU;1;SALTOS DEL GUAIRA;12057;-
14996 CENTRO EDUCATIVO LOS ALAMOS;13;AMAMBAY;1;PEDRO J.CABALLERO;9188;-
11752;1;CONCEPCION;3;HORQUETA;1031;-
2-9;2;SAN PEDRO;13;VILLA DEL ROSARIO;2035;-
6547 C. EDUCATIVO SANTA RITA DE CASSIA;11;CENTRAL;8;LIMPIO;11841;-
S/N ESTANCIA LAGUNITA;13;AMAMBAY;3;CAPITAN BADO;9249;-
CHIRCATY;5;CAAGUAZU;1;CORONEL OVIEDO;3160;-
7123 SAN ISIDRO;7;ITAPUA;23;EDELIRA;13149;-
2753 SAN JOSE;2;SAN PEDRO;8;SAN ESTANISLAO;1756;-
4528 (13749) MCAL. JOSE F. ESTIGARRIBIA;2;SAN PEDRO;17;CAPIIBARY;1792;-
CPTAN PABLO GONZALEZ MAYA;5;CAAGUAZU;7;REPATRIACION;3663;-
3605 ( 12323) MARIA AUXILIADORA;10;ALTO PARANA;10;LOS CEDRALES;7119;-
VIRGEN DEL PASO;4;GUAIRA;8;ITAPE;3005;-
6209 NIÑO SALVADOR;10;ALTO PARANA;1;CIUDAD DEL ESTE;6684;-
2328 PRIV. SUBV. MCAL. FRANCISCO SOLANO;7;ITAPUA;27;YATYTAY;5576;-
S/N ASENTAMIENTO SAN ISIDRO;13;AMAMBAY;2;BELLA VISTA;876;-
797 DR. BLAS M. GARAY;5;CAAGUAZU;1;CORONEL OVIEDO;3194;-
1231 SAGRADA FAMILIA;11;CENTRAL;14;SAN LORENZO;8528;-
453 ISABEL LL. DE VAZQUEZ;3;CORDILLERA;19;VALENZUELA;2686;-
DEL SABER;2;SAN PEDRO;16;GUAYAIBI;2266;-
7726 SAN ROQUE;3;CORDILLERA;14;PIRIBEBUY;16493;-
SAGRADA FAMILIA;11;CENTRAL;7;LAMBARE;7992;-
6630 (15275) SAN JUAN BAUTISTA;2;SAN PEDRO;16;GUAJAYVI;2257;-
GENERAL JOSE E. DIAZ;12;ÐEEMBUCU;5;GENERAL DIAZ;8903;-
2427 SAN ISIDRO LABRADOR;10;ALTO PARANA;16;MINGA PORA;7414;-
1476 DR. RAUL PEÑA;2;SAN PEDRO;8;SAN ESTANISLAO;1758;-
KA'ARENDY;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6805;-
7224 SAN MIGUEL;4;GUAIRA;7;COLONIA INDEPENDENCIA;13643;-
SOFI;8;MISIONES;2;AYOLAS;5695;-
5-203;5;CAAGUAZU;1;CNEL OV I EDO;3480;-
SANTISIMO SACRAMENTO;0;ASUNCION;0;ASUNCION;593;-
6524 HERCULANO RODAS CASCO;5;CAAGUAZU;11;YHU;11490;-
2494 VIRGEN DE FATIMA;6;CAAZAPA;6;MACIEL;4385;-
2346 JOSE FALCON;7;ITAPUA;10;NATALIO;5041;-
LIC. GUARANI;10;ALTO PARANA;1;CIUDAD DEL ESTE;6602;-
5173 (13402) MANUEL ORTIZ GUERRERO;6;CAAZAPA;8;TAVAI;4497;-
3312 ARROYO TERERE;5;CAAGUAZU;2;CAAGUAZU;3325;-
2229 GRAL. BERNARDINO CABALLERO;3;CORDILLERA;3;ARROYOS Y ESTEROS;2364;-
PROF. JULIA IGNACIA ACOSTA DE GONZALEZ;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;11808;-
SAN JOSE OBRERO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6701;-
3211 (13666) SAN FRANCISCO DE ASIS;5;CAAGUAZU;2;CAAGUAZU;3384;-
AGUAITY;3;CORDILLERA;7;EUSEBIO AYALA;2480;-
7972 (EX 496) J.M.I. MINISTERIO DE HACIENDA;0;ASUNCION;0;ASUNCION;95;-
5992 - CAGUAREI KM. 17;4;GUAIRA;10;JOSE FASSARDI;11029;-
SAN BLAS;10;ALTO PARANA;21;TAVAPY;7389;-
E.M.A. MBO'EHAO KO'E PYAHU;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9185;-
2812  CNEL. HERMENEGILDO IRRAZABAL;9;PARAGUARI;8;MBUYAPEY;6127;-
6353 PARAGUAYO ESPAÑOLA;11;CENTRAL;12;ÐEMBY;11561;-
317 ANTEOJITO;0;ASUNCION;0;ASUNCION;236;-
1683 DR. GASPAR R. DE FRANCIA;2;SAN PEDRO;15;YATAITY DEL NORTE;2125;-
5-227;5;CAAGUAZU;2;CAAGUAZU;3413;-
10-49;10;ALTO PARANA;1;CIUDAD DEL ESTE;6610;-
174 PROF. MARGARITA CABRAL C.;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4403;-
4-17;4;GUAIRA;17;PASO YOBAI;2976;-
2727 CASA AMPARO AL NIÑO DEL MERCADO Nº4;0;ASUNCION;0;ASUNCION;368;-
SAN FRANCISCO;11;CENTRAL;2;CAPIATA;7599;-
3131 SAN ISIDRO LABRADOR;5;CAAGUAZU;20;VAQUERIA;3845;-
6808 PROF. DIONISIO GONZALEZ TORRES;0;ASUNCION;0;ASUNCION;12163;-
15-46;15;PRESIDENTE HAYES;4;VILLA HAYES;9986;-
6727 (14982) SAGRADA FAMILIA DE NAZARETH;8;MISIONES;1;SAN JUAN BAUTISTA;5638;-
6077 IMPERIAL;11;CENTRAL;14;SAN LORENZO;10976;-
5423 (12707) SAN DIONISIO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6473;-
E.M.A. TEODORO S. MONGELOS;11;CENTRAL;2;CAPIATA;10245;-
2153 JOSE ASUNCION FLORES;13;AMAMBAY;3;CAPITAN BADO;9250;-
4957 (12363) GENERAL CARMELO PIÑEIRO ZAR;1;CONCEPCION;5;SAN CARLOS;1133;-
ALEJO GARCIA;1;CONCEPCION;3;HORQUETA;929;-
SAN MIGUEL;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3566;-
CONTEMPORANEO DE EDUC. INTEGRAL;9;PARAGUARI;16;YVYCUI;6395;-
SOL PRODUCCIONES;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;13721;-
6711 (15203) MADRE TERESA DE CALCUTA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6681;-
 SAN BLAS;11;CENTRAL;2;CAPIATA;16076;-
NRO. 55;14;CANINDEYU;1;SALTO DEL  GUAIRA;15715;-
GRAL. MAXIMO SANTOS;0;ASUNCION;0;ASUNCION;308;-
2803 BEATO ANGEL D'ACRI;9;PARAGUARI;12;SAN ROQUE GONZALEZ;6245;-
INMACULADA CONCEPCION;5;CAAGUAZU;2;CAAGUAZU;3385;-
1066 SANTA MARTA;0;ASUNCION;0;ASUNCION;101;-
1863 SAN ISIDRO;10;ALTO PARANA;7;JUAN E. O?LEARY;7020;-
VIRGEN DE FATIMA;11;CENTRAL;7;LAMBARE;8051;-
4357 (12516) HERMANO JOSE LUIS ARBUES RU;1;CONCEPCION;3;HORQUETA;971;-
E.M.A. CENTRO EDUCATIVO LOS OLIVOS;0;ASUNCION;0;ASUNCION;11127;-
4812 (13602) SAN JUAN BAUTISTA;2;SAN PEDRO;3;CHORE;1381;-
3011 SAN JORGE;7;ITAPUA;19;SAN COSME Y DAMIAN;5247;-
5939  PRIV. SUB. SAN ANTONIO;1;CONCEPCION;1;CONCEPCION;736;-
1564 IGNACIO LOPEZ AREVALOS;6;CAAZAPA;2;ABAI;4268;-
10-106;10;ALTO PARANA;1;CIUDAD DEL ESTE;10385;-
7011 MELQUISEDEC;10;ALTO PARANA;2;PRESIDENTE FRANCO;12107;-
VIRGEN DEL ROSARIO;11;CENTRAL;2;CAPIATA;7616;-
MAYOR JOSE INFANTE RIVAROLA;0;ASUNCION;0;ASUNCION;13716;-
IDELGUAP - FILIAL CNEL. BOGADO;7;ITAPUA;8;CORONEL BOGADO;373;-
S/N;15;PRESIDENTE HAYES;1;POZO COLORADO;9824;-
7067 SAN ROQUE;11;CENTRAL;9;LUQUE;12400;-
3-62;3;CORDILLERA;9;ITACURUBI DE LA CORDILLERA;2526;-
2109 GRAL. FRANCISCO ROA;7;ITAPUA;4;CAPITAN MEZA;4830;-
EUGENIO A. GARAY;10;ALTO PARANA;1;CIUDAD DEL ESTE;6577;-
2540 GRAL. JOSE EDUVIGIS DIAZ;7;ITAPUA;29;PIRAPO;5609;-
C.F.C.L ROSA MISTICA;14;CANINDEYU;3;CURUGUATY;16924;-
2774 SANTA CATALINA;5;CAAGUAZU;14;RAUL A. OVIEDO;4049;-
201 TTE. GABRIEL AQUINO;3;CORDILLERA;1;CAACUPE;2281;-
6721 (15360) SAN BLAS;3;CORDILLERA;10;JUAN DE MENA;2540;-
3922 (14213) PROF. OLEGARIO AYALA;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9112;-
599 FRANCISCO CABALLERO A.;11;CENTRAL;14;SAN LORENZO;8519;-
1653 MARIA AUXILIADORA;5;CAAGUAZU;2;CAAGUAZU;3355;-
63 DR. PEDRO ZARZA ROA;6;CAAZAPA;10;YUTY;4571;-
1895 RVDO. PADRE ROMUALDO GRAPILON CARTE;10;ALTO PARANA;20;SANTA FE DEL PARANA;6889;-
4279 (11986);14;CANINDEYU;1;SALTOS DEL GUAIRA;9729;-
TEIJ OLGA BLINDER;0;ASUNCION;0;ASUNCION;105;-
LICEO NAC. SANTA BARBARA;10;ALTO PARANA;22;DR. RAUL PEÐA;7359;-
ENSEÑANZA DE SISTEMAS AVANZADOS;0;ASUNCION;0;ASUNCION;10474;-
7652 SANTA LUCIA;3;CORDILLERA;8;ISLA PUCU;16411;-
900 FRANCISCA V. GRANADOS DE GARCETE;9;PARAGUARI;16;YVYCUI;6358;-
SANTA ROSA;11;CENTRAL;17;YPACARAI;8766;-
JHON F. KENNEDY;11;CENTRAL;2;CAPIATA;7669;-
3404 NIÑOS MARTIRES DE ACOSTA ÑU;11;CENTRAL;18;YPANE;8779;-
2-67;2;SAN PEDRO;16;GUAJAYVI;12200;-
JUAN RAUL BOTTINO;9;PARAGUARI;3;CAAPUCU;5978;-
7090 CABO 1º GALEANO;11;CENTRAL;10;MARIANO ROQUE ALONSO;12708;-
SANTA LIBRADA;1;CONCEPCION;4;LORETO;1124;-
5913 PARROQ. MA. AUXILIADORA;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1451;-
KO'E-RORY;5;CAAGUAZU;14;RAUL ARSENIO OVIEDO;4039;-
4655 CNEL. JUAN FRANCISCO LOPEZ;2;SAN PEDRO;17;CAPIIBARY;1884;-
RAUL H. GIRALA V.;6;CAAZAPA;8;TAVAI;4495;-
4115 (13944) TUPASY CAACUPE;10;ALTO PARANA;16;MINGA PORA;7404;-
7820 (14979) SAGRADA FAMILIA;7;ITAPUA;9;CARLOS ANTONIO LOPEZ;5016;-
PADRE GUIDO CORONEL;10;ALTO PARANA;1;CIUDAD DEL ESTE;7218;-
3923 (13834) ANIBAL DOLDAN GAONA;11;CENTRAL;5;ITA;7840;-
3380 (13210) GUSTAVO AUGUSTO RAATZ;7;ITAPUA;9;CARLOS ANTONIO LOPEZ;4987;-
6919 MONTREAL;11;CENTRAL;15;VILLA ELISA;13159;-
4248 (11808) NIÑOS MARTIRES DE ACOSTA ÑU;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4443;-
14966 SANTO DOMINGO;7;ITAPUA;10;NATALIO;5050;-
78 REPUBLICA DE NICARAGUA;9;PARAGUARI;5;CARAPEGUA;6017;-
5770 (14142) JOSE ASUNCION FLORES;14;CANINDEYU;4;VILLA YGATIM?;9372;-
6662 SAN ANTONIO;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1336;-
4052 (13153) SAN ISIDRO;2;SAN PEDRO;8;SAN ESTANISLAO;1711;-
2910 SAN RAMON;2;SAN PEDRO;17;CAPIIBARY;1801;-
5299 (10387) SAN JOSE;4;GUAIRA;3;MAURICIO JOSE TROCHE;2837;-
15285;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3968;-
61 CNEL. ABDON PALACIOS;6;CAAZAPA;6;MACIEL;4384;-
779 NIÐO JESUS;9;PARAGUARI;6;ESCOBAR;6088;-
INSTITUTO PROFESIONAL SANTA MARTA;9;PARAGUARI;11;QUYQUYHO;10345;-
6909 (13750) PIO ANILDO DIAZ BURGOS;14;CANINDEYU;3;CURUGUATY;9417;-
6-56;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;13019;-
5012 (15280) SAN EUGENIO;2;SAN PEDRO;17;CAPIIBARY;1921;-
4443 (10845) MCAL.JOSE F.ESTIGARRIA;7;ITAPUA;2;BELLA VISTA;4757;-
FAC. DE EDUC. INICIAL Y PERMANENTE SAN A;0;ASUNCION;0;ASUNCION;15761;-
JUAN PABLO SEGUNDO;10;ALTO PARANA;1;CIUDAD DEL ESTE;12897;-
SAN JOAQUIN;5;CAAGUAZU;9;SAN JOAQUIN;3744;-
14217;2;SAN PEDRO;1;SAN PEDRO;1276;-
ATENEO DE LENGUA - REGIONAL CONCEPCION;1;CONCEPCION;1;CONCEPCION;10272;-
FD EN SERV. SANTA MARIA DEL CHACO;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10063;-
556 NIÑOS HEROES DE ACOSTA ÑU;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9066;-
COLONIA AGUSTIN GOIBURU;9;PARAGUARI;16;YVYCUI;6356;-
AGROPECUARIO VAQUERIA;5;CAAGUAZU;20;VAQUERIA;12876;-
SANTA ROSA;0;ASUNCION;0;ASUNCION;344;-
13826;1;CONCEPCION;1;CONCEPCION;733;-
6156 1RO DE MAYO;2;SAN PEDRO;16;GUAJAYVI;11272;-
2928 VILLA MARGARITA;11;CENTRAL;10;MARIANO ROQUE ALONSO;8319;-
4598 EL PARAGUAYO INDEPENDIENTE;1;CONCEPCION;3;HORQUETA;1082;-
2-149;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;11990;-
IDELGUAP - FILIAL FELIX PEREZ CARDOZO;4;GUAIRA;5;FELIX PEREZ CARDOZO;373;-
CAPITAN GIMENEZ;1;CONCEPCION;3;HORQUETA;1052;-
1951 JUAN EMILIO O'LEARY;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9065;-
2996 CNEL. VALOIS RIVAROLA;9;PARAGUARI;2;ACAHAY;5924;-
4757- 5 ENCUADRE-MARACANA(4757 SAN JUAN);14;CANINDEYU;3;CURUGUATY;9599;-
7192 LUIS ALBERTO DEL PARANA;13;AMAMBAY;1;PEDRO JUAN CABALLERO;13599;-
3027 SANTA ROSA;2;SAN PEDRO;17;CAPIIBARY;1779;-
6454 (410) SANTA ISABEL;11;CENTRAL;13;SAN ANTONIO;8458;-
4-108;4;GUAIRA;5;FELIX PEREZ CARDOZO;11715;-
5139 (14523) SAGRADO CORAZON DE JESUS;6;CAAZAPA;2;ABAI;4293;-
NRO. 116;0;ASUNCION;0;ASUNCION;15614;-
6405 SAN FRANCISCO DE ASIS;11;CENTRAL;5;ITA;11550;-
JOHN F. KENNEDY;1;CONCEPCION;4;LORETO;1087;-
SAN ISIDRO LABRADOR;15;PRESIDENTE HAYES;4;VILLA HAYES;9837;-
7-91;7;ITAPUA;20;SAN PEDRO DEL PARANA;12224;-
6360 KATUPYRY;11;CENTRAL;12;ÐEMBY;11562;-
3244 DON HERBET;2;SAN PEDRO;10;TACUATI;1939;-
11-164;11;CENTRAL;12;ÐEMBY;8427;-
5927 DR. RAUL RAMIREZ DIAZ DE ESPADA;11;CENTRAL;18;YPANE;10447;-
MCAL. JOSE FELIX ESTIGARRIBIA;1;CONCEPCION;3;HORQUETA;12860;-
YSYPO;8;MISIONES;4;SAN MIGUEL;5756;-
4780 CENTRO EDUCATIVO DR. IGNACIO A PANE;11;CENTRAL;17;YPACARAI;8749;-
DIANA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6695;-
5600 MARIA ADOLFINA LUGO;11;CENTRAL;18;YPANE;8790;-
2665 MARISCAL JOSE FELIZ ESTIGARRIBIA;12;ÐEEMBUCU;2;ALBERDI;8870;-
3760 (14554) SANTA LIBRADA;5;CAAGUAZU;11;YHU;3881;-
6212 SANTA CECILIA;10;ALTO PARANA;5;HERNANDARIAS;11152;-
DON VALENTIN RIVEROS;9;PARAGUARI;8;MBUYAPEY;6139;-
10103;1;CONCEPCION;4;LORETO;1118;-
1385 GRAL. ANDRES RODRIGUEZ PEDOTTI;4;GUAIRA;2;BORJA;2809;-
DON MARIO CAÑETE;12;ÑEEMBUCU;2;ALBERDI;11531;-
COMUN. EDUC. PARAGUAYOS ILUSTRES;11;CENTRAL;2;CAPIATA;7583;-
